profile,run,drop_ns,input_nodes,iterations,lower_ns,native,output_counts,round,source,variant
debug,0,342793,343,15,5785874,True,"[265, 89, 14, 13]",28,lib/tests/core/fact.zy,jobs
debug,0,301584,343,15,5670042,True,"[265, 89, 14, 13]",28,lib/tests/core/fact.zy,explicit
debug,0,295709,343,15,5373833,True,"[265, 89, 14, 13]",28,lib/tests/core/fact.zy,recursive
debug,0,321625,343,15,5303125,True,"[265, 89, 14, 13]",29,lib/tests/core/fact.zy,jobs
debug,0,339997,343,15,6093334,True,"[265, 89, 14, 13]",29,lib/tests/core/fact.zy,explicit
debug,0,272833,343,15,5251958,True,"[265, 89, 14, 13]",29,lib/tests/core/fact.zy,recursive
debug,0,387998,343,15,6552001,True,"[265, 89, 14, 13]",29,lib/tests/core/fact.zy,original
debug,0,309375,343,15,5506082,True,"[265, 89, 14, 13]",30,lib/tests/core/fact.zy,explicit
debug,0,340917,343,15,5516917,True,"[265, 89, 14, 13]",30,lib/tests/core/fact.zy,recursive
debug,0,289210,343,15,6330835,True,"[265, 89, 14, 13]",30,lib/tests/core/fact.zy,original
debug,0,291374,343,15,4998707,True,"[265, 89, 14, 13]",30,lib/tests/core/fact.zy,jobs
debug,0,329793,343,15,5853166,True,"[265, 89, 14, 13]",31,lib/tests/core/fact.zy,recursive
debug,0,325626,343,15,5532043,True,"[265, 89, 14, 13]",31,lib/tests/core/fact.zy,original
debug,0,267417,343,15,4842795,True,"[265, 89, 14, 13]",31,lib/tests/core/fact.zy,jobs
debug,0,345543,343,15,6485871,True,"[265, 89, 14, 13]",31,lib/tests/core/fact.zy,explicit
debug,0,258871,4,1024,1567277,False,"[2, 0, 0, 0]",0,lib/tests/core/pattern-alias.zy,original
debug,0,298013,4,1024,1461841,False,"[2, 0, 0, 0]",0,lib/tests/core/pattern-alias.zy,jobs
debug,0,268335,4,1024,1823509,False,"[2, 0, 0, 0]",0,lib/tests/core/pattern-alias.zy,explicit
debug,0,617614,4,1024,1817282,False,"[2, 0, 0, 0]",0,lib/tests/core/pattern-alias.zy,recursive
debug,0,280879,4,1024,1519982,False,"[2, 0, 0, 0]",1,lib/tests/core/pattern-alias.zy,jobs
debug,0,278809,4,1024,1681001,False,"[2, 0, 0, 0]",1,lib/tests/core/pattern-alias.zy,explicit
debug,0,251643,4,1024,1588575,False,"[2, 0, 0, 0]",1,lib/tests/core/pattern-alias.zy,recursive
debug,0,329290,4,1024,1748664,False,"[2, 0, 0, 0]",1,lib/tests/core/pattern-alias.zy,original
debug,0,341965,4,1024,2033795,False,"[2, 0, 0, 0]",2,lib/tests/core/pattern-alias.zy,explicit
debug,0,708439,4,1024,2276725,False,"[2, 0, 0, 0]",2,lib/tests/core/pattern-alias.zy,recursive
